分类名称,新闻字符串
news_entertainment,谢娜生日来临 身穿粉色长裙现身北京 少女气息满满
news_tech,你们是用qq多还是微信多？
news_finance,你可能在不知不觉中参与了非法集资！
news_story,你在校园里有过“一战成名”的事情吗？
news_entertainment,分手还是那么想你，分手只是一时冲动
news_agriculture,农村老话“有礼无理三分赢，无礼有理七分输”，告诉我们哪些为人处事的方法道理？
news_edu,跨专业、裸考，2018初级会计，你能考过吗？
news_game,《GTA5》单机大逃杀MOD上线 可自由选择武器技能
news_world,韩国是怎样成为发达国家的？
news_military,金烂荣为什么被有些网友称为战略忽悠局政委？
news_sports,四轮不胜，不轮换的上港距离冠军还很远
news_game,蓝洞足球竞技新游《World Soccer King》5.9开放预注册
news_world,成长于巫裔家庭 大马妇女穿孝服为华裔生父治丧
news_travel,三亚和桂林哪个更好玩一点？
news_sports,别不服！苏宁积分超恒大得谢最火U23 破纪录？黄紫昌或有更高追求
news_entertainment,军统刺杀六年未获成功的石友三为何被活埋？
news_entertainment,李宇春红毯秀被官方转播，获得三次特写镜头，连范爷都没这待遇
news_house,马云又出惊人言论，8年后房子最不值钱，他的话可信吗？
news_car,连五菱宏光都快按不住了！一低遮百丑真这么神奇？
news_tech,快播王欣招募区块链人才，王欣做区块链有哪些优势？
news_tech,打到信息不符的网约车，你会上车吗？
news_military,中国女兵退役后最合适从事什么工作？这一点很重要，看完不再担心
news_edu,国家级学术论坛在湖科举行 交流探讨教育创新
news_edu,教师资格证面试好过吗？
news_entertainment,导演欺负三线小花；张一山痞子味；杨紫ZR后遗症；古装小花秃顶
news_tech,中国大妈是虚拟货币传销的主要受害者；虎牙美国成功上市
news_travel,最低100元到西安！5月西宁机票白菜价……
news_story,她说：我喜欢你没错，但还没有到为了你放弃老公和儿子的地步
news_car,五月六大热门MPV大盘点，宝骏360新车上市，比不上五菱老牌大哥！
news_game,昕锐手动舒适款和K2十五周年纪念款哪个值得购买？
news_military,国产航母服役对西太平洋地区意义如何
news_edu,这道小学数学题，为什么会难倒那么多家长，答案到底是多少？
news_world,为什么小国都喜欢自称为大国？
news_sports,新手跑步要注意什么？
news_tech,小米IPO引发蝴蝶效应，旷视等AI企业将成国产手机上市“后盾”
news_travel,婚拍蜜月同在普吉 感受“泰”浪漫
news_world,各国政要们年轻时的照片：普京冷漠，女王太美，奥巴马很不羁
news_culture,无上神品，无上至宝——集字王羲之圣教序要诀
news_entertainment,人到底是为了什么而活？
news_finance,中国人民银行行长易纲出席国际清算银行会议
news_game,王者荣耀的李元芳现在怎么样了？
news_military,如果发生战争，美国可以拉多少国家加入到自己的阵营？
news_travel,上联：樱花灿烂日本岛，下联怎么对？
news_sports,暴殄天物！亿元先生世界杯之路再遭当头闷棍，一份名单给出答案
news_car,减速时，先踩刹车还是先踩离合？
news_house,新房价格备案后不得上调！
news_game,安全第一！《怪物猎人世界》道具包&下周新任务
news_finance,获亿元融资、故障率仅为0.025%，无人咖啡机究竟是门怎样的生意？
news_tech,经常回顾｜奥威亮相飞企互联第七届全国合作伙伴大会
news_military,火炮不仅能炮击，还能做侦察？不好意思，中国榴弹炮就是这么屌
stock,今日午盘：石油板块走高 沪指翻红微涨0.06%
news_story,『经典故事』鼠王报恩
news_tech,小程序好用吗？
news_game,为什么有些人会沉迷游戏？
news_finance,三因素助啤酒消费转旺 机构称4只潜力股布局契机已现
news_house,为什么马云不让年轻人着急买房？房价如葱这句话你信了吗？
news_car,传统车企的自我觉悟与新势力造车的鲇鱼效应
news_house,限售观察：哈市主城6区新房3年内不能卖！公积金贷款有多难？
news_car,五月的雪花开始了 春天怎么样预防烦人的杨柳絮
news_agriculture,在农村，老人常说：“十里路莫问饭，二十里莫问宿”，啥意思？
news_game,《守望先锋》2周年活动内容泄露：狂鼠将出一款海盗皮肤
news_entertainment,电视剧《白鹿原》把白嘉轩伪君子洗白了，把鹿子霖真小人抹更黑了，你怎么看？
news_tech,现在的人如果没有了网络会变成什么样？
news_tech,你们用过质量最差的手机是什么？
news_finance,怎样投资股票无风险？
news_edu,小学数学盈亏问题：解题思路和方法大多是直接利用数量关系的公式
news_edu,六年级孩子数学七八十分，怎么学？
news_car,夏天暴晒后上车就像蒸桑拿？聪明人带上它们，清凉一夏天
news_game,DNF中最强最稳的控制技能是哪一个？
news_sports,卡梅拉首度回应与塞纳的传闻！
news_tech,手机明明能看电子书，为什么有那么多人买Kindle？
news_entertainment,马丽出席活动 网友：这身装扮很惊艳，果然是有料的人！
news_car,如何评价全新X5？
news_culture,如何评价曹宝麟（书法家）？
news_car,车上的导航软件可以自已升级吗？
news_travel,北京最美的五月都在这里！
news_world,液体巧克力翻车 要用热水将巧克力融化才能完全清除
news_agriculture,农村的这种野草是女人的“保护神”，你认识吗
news_culture,上联：弹古筝唱民歌，雅俗共赏。如何对下联？
news_world,难道是用来打外星人！你知道宇航员上天为什么都带把枪吗？
news_edu,小升初面谈必看！注意这些最后关头还能加分的“隐形加分项”
news_travel,云台大瀑布犹为壮观，夏季来临山上水较多，清新宜人
news_edu,托福85到109分，到底有哪些不为人知的秘密？（二）
news_sports,为什么联盟允许杜兰特加入勇士队？
news_entertainment,《爱情路上风雨多》就算风雨再大，爱你的心绝不动摇
news_world,铁拳总统普京第四次继任俄罗斯总统，反对派领导人再次被批捕
news_house,为啥开发商爱把高层和别墅房一块卖？买房之前真应该弄明白
news_entertainment,怀双胞胎比普通孕妇风险高，孕期要注意这5件事，尤其是最后一件
news_culture,讀「爾雅」047「殺（杀）」
news_car,提车期间被召回 百万玛莎拉蒂能不能退？
news_tech,怎么看待Linux曝高危漏洞，按住Enter键70秒可触发这一事件？
news_edu,音思贝雅马哈音乐中心 “2018双排键合奏音乐会”圆满落幕
news_edu,北海家长注意！海城区小学开始招生啦！与往年不同
news_entertainment,佟丽娅机场摆拍 嘟嘴卖萌 网友：最后怎么感觉有点憔悴呢
news_game,LOL：新版本多兰戒不再靠小兵回蓝，出门装你还首选多兰戒吗？
news_entertainment,关晓彤亮相戛纳电影节，引发热议，网友：后面的摄影师在干什么？
news_travel,云南的美：登乌蒙山主峰——会泽大牯牛寨
news_culture,上联：醉吟古今月，下联怎么对？
news_culture,上联：弹古筝唱民歌，雅俗共赏。如何对下联？
news_house,如何看待新乡的房价？
news_edu,小升初六下语文基础知识要点，共四部分，基础知识不能丢分！
news_game,斗地主：拿着飞机+2个炸弹+QQQ本以为无敌天下，没想到却一败涂地
news_culture,你心目中的伟人是谁？
news_tech,观点｜人工智能控制下的金融业，这两类职业不会被取代！
news_tech,「银联云闪付」转账送红包 最高88元
news_car,15万就能买宝马？这几款入门级豪车降价降疯了！
news_tech,世界第一支付公司World First进入中国，微信支付宝如何应对出局风险？
news_tech,月薪500的前台小妹摇身一变，成了身价20亿的董事长，就是因为他
news_tech,学汽车修理的人过得怎么样？
news_culture,上联：书匠育才不用釜，如何对下联？
news_game,你相处过的奇葩室友能有多奇葩？
news_game,别再指望防御塔的保护了！特别是对面阵容里有这些英雄的话
news_edu,东北师范大学那个系最好？以后毕业想当老师考那个系2018年多少分能入取？
news_military,山东出现过哪些名人？
news_edu,新高考改革后首次普通高中学业考试5月7日报名
news_sports,联盟首例5人同时“月最佳”，却被詹姆斯打到各奔东西！
news_tech,如何阻止舍友蹭自己的网？
news_military,历史上有哪些比较“搞笑”的军事战争？
news_culture,上联：花落两三片，怎么对下联？
news_finance,最新完结版，初级60分分录大全，稳了！
news_tech,拉卡拉、瑞和宝、随行付、立刷，大家推荐哪一款？
news_edu,叛逆期是人生中的必经阶段吗？
news_agriculture,几毛钱就可以让猪增重，你知道吗？
news_finance,投资光伏发电怎么样？
news_tech,如果facebook进入中国，腾讯该如何自处呢？
news_house,老公的姨夫找我，让我把新买的房子借给他儿子结婚住，直接拒绝的我错了吗？
news_finance,区块链受宠 上市银行抢占高地
news_tech,小米MAX系列的定位是什么？
news_world,乌克兰前总理亚采纽克当初为什么下台，他现在还好吗？
news_world,如果特朗普遭弹劾下台，谁来接替当总统？
news_house,签订协议并且公证后的小产权房就合法了吗？
news_tech,谷歌发布安卓9.0，国产智能手机率先启用
news_sports,健康临夏“体彩杯”临夏市干部职工迷你马拉松比赛活力开跑
news_car,什么的车算得上是运动轿跑的标杆之作？
news_world,征服欧洲的成吉思汗是否能算成中国人的骄傲？
news_entertainment,赵薇的豪宅，黄晓明的豪宅，张韶涵的豪宅，一个个瞠目结舌！
news_military,俄罗斯为什么要下马BTR90，BMD4，T95，2S25这些战车？
news_tech,20系显卡要出了，现在的显卡还能不能买？
news_sports,无可奈何！在众多高手里面难有出路，又一队友退出国乒
news_game,LOL这英雄史诗级加强！新版本这八个英雄才是上分霸主！
news_sports,意大利出征世界女排联赛首站阵容出炉，艾格驽、基里凯拉等无缘
news_culture,如何评价《雪中悍刀行》这部小说，大家谈谈各自看完后的感想吧？
news_culture,什么是孝敬？和他们比，我们会不会汗颜？
news_sports,东部决赛骑士输球，泰伦卢会被下课吗？
news_world,印度为什么可以仿制药品，其它国家想一样仿制需要做什么？
news_tech,你家有废旧手机、路由器吗？千万别再扔掉，快回家找出来
news_tech,11年前在《赢在中国》预测阿里巴巴成功的那个年轻人是谁？
news_agriculture,农村老人怎么养老？
news_entertainment,资深电影人陈佩华日前病逝，洪金宝，刘德华带伤携妻含泪参加
news_agriculture,天邦4月份商品猪销售收入环比降22.27%
news_culture,古代时刻表是怎样的，古时的午时三刻到底是11:45还是12：45？
news_culture,上联：月圆月缺月无眠，怎么对下联？
news_entertainment,相声演员汪洋现在在哪里？
news_entertainment,大唐盛世之李唐家的女人们、女主潜伏大明宫、男主俊秀公子
news_finance,450亿债务突然爆雷，浙江明星企业向省里告急！
news_game,LOL不离开高地也能获胜？疯狂玩法大战60分钟
news_entertainment,《栋仁的时光》剧情进入高潮，结局令人担忧
news_car,前车主路突然停车，后车刹车不及时撞上去了，这个责任怎么算？
news_agriculture,巨野开展“百村示范千村整治”大行动
news_sports,张震岳发微头条评论区被“詹姆斯加油”刷屏，这是什么梗？
news_house,在中国，有两百万及以上资产的家庭大概有多少？
news_car,2018故障投诉最多的4款合资轿车，小毛病不断，第二款销量最惨！
news_tech,京东无人机产业化项目落地成都金堂，无人机创业将获得什么机会？
news_tech,如何在未来五年赚到五百万？
news_sports,石川佳纯真是好姑娘！她今天现身，对中国球迷作一感人表态！
news_tech,luckin新零售咖啡能否“后发先至”
news_tech,策划活动中的细节如何完善？
news_agriculture,2018年内蒙古的黄豆价格怎么样？
news_edu,阜阳师范学院电子商务专业什么时间有的？
news_world,憋屈！以色列用这招将日本一军！安倍却只能傻笑！
news_entertainment,谢娜深夜连发两微博为张杰正名，网友吐槽《创造101》的剪辑
news_finance,第五人格哪个监管者好？
news_game,王者荣耀18888金币买英雄什么比较好？
news_entertainment,Running Man李光洙出席《Live》终映仪式！长颈鹿憋住不要笑！
news_culture,陈寅恪真的被吹捧过火了吗？
news_entertainment,林志玲撒娇的样子，小拳头捶你胸口，可御可萌呀
news_finance,原油价格上涨，中上游产业链个股估值重估
news_military,苏35可能有新订单！
news_tech,关于联想5G标准投票，你怎么看？
news_sports,财政公平政策影响巴萨求购格子
news_agriculture,延津：“头雁”回归激活扶贫“春水”
news_game,音乐与电竞的结合：梦龙乐队投资Rogue俱乐部
news_travel,城市：江苏名字最好听的5个城市，你更喜欢谁？
news_game,王者荣耀：根据图案，以及身上的部件猜英雄，你能全猜对吗
news_sports,又有两名马刺助教上岗！秃子：我退役也要当马刺助教！
news_entertainment,周笔畅演唱会采访间，网友：发型选对逼格都上升了！
news_game,对线最强的四大法师 墨子上榜，第一名线上无脑秒人根本无解！
news_entertainment,明星长得太丑被大家嫌弃，气得都戴上了这个东西
news_tech,银行卡不绑定任何第三方支付软件，里面的资金就真的没有被盗刷的可能吗？
news_culture,超越规则是伟大创意的起点，艺术总是在不断超越中向前
news_culture,九成宫——撰！
news_car,史上最强的五款Jeep车，感觉牧马人瞬间被秒杀！
news_culture,怎么样评价陈丹青？
news_finance,又一减税政策出台，创业者的钱袋子鼓起来
news_travel,史上最全｜机场接送机攻略~
news_game,《崩坏3》最强免费武器，游骑兵，终于要在2.3版本中出现了
news_travel,西部世界：印度乐园和武士乐园亮相，女性游客在乐园玩什么？
news_game,梦三国徐晃站桩输出，轻松打五杀！
news_entertainment,《中餐厅2》：黄晓明被他取代，又是一出对赵薇爱而不得的好戏！
news_tech,电脑主机的电源怎么选？
news_edu,嘉祥学子全球绽放，世界名校录取捷报频传！
news_entertainment,姚笛现身机场，网友：姚笛姐旁边这个男的好眼熟啊
news_car,名爵新世代SUV，极致美颜让马自达“魂动”认输，下半年量产！
news_car,走走停停的情况下，手动挡上坡道怎么跟车？
news_story,老人偷偷去银行汇钱，家里人怀疑他被骗，追问之下才知老人的秘密
news_sports,美国14岁男孩身高2.23米 有望成为橄榄球明星
news_agriculture,生猪危机，养猪农户最头疼，猪肉价格却一路下滑，该咋办？
news_sports,中国女乒最有魅力的运动员，王楠为何受人爱戴？
news_agriculture,湖北村宴流水席真土豪摆三天三夜，吃不完可以打包，舌尖上的黄陂
news_finance,中国股市终于有人把布林线指标浓缩成精髓了，少走二十年弯路
news_culture,上联：风花雪月道进人生酸甜苦辣，如何对下联？
news_military,他一人可抵10个师！面对经他调教后的歼20，美国这样评价
news_travel,“半岛骑遇”，5月阳澄湖半岛上演最欢乐骑行记
news_culture,速来！白沙杨梅熟啦！邀你共享初夏“梅”好滋味~
news_entertainment,不老女神60岁的“赵雅芝”再度献唱《上海滩》郑少秋一旁助阵
news_tech,马化腾登顶首富 / 区块链小程序被禁 / 小游戏激励广告开放
news_tech,联想集团否认5G标准站队高通：投了华为的方案
news_military,“王八盒子”手枪怎么样？
news_finance,三正股份2017年营收3695万元 净赚393万元
news_sports,瓜迪奥拉：图雷的贡献永远不会被忘记，他可以在英超继续发挥作用
news_tech,为什么在拼多多的冲击之下，阿里依然保持了高速增长，拼多多真的能威胁到淘宝吗？
news_car,奥迪、宝马和奔驰，哪个质量最差？
news_entertainment,中国新说唱什么时候播出 选手阵容名单曝光
news_culture,林风眠的国画是正宗的国画吗？
news_car,为什么摩的司机都用125摩托车而不是100，小排量不是更省油吗？
news_culture,秦始皇陵已被找到，探明是故宫的80倍，为什么专家迟迟不肯开挖？
news_military,为什么各国碰到海盗都只是驱离，而不是击毙？
news_sports,郎平回归中国女排成国家联赛头号夺冠热门 天才李盈莹3天后首秀？
news_travel,泰山和黄山，谁更值得一游？
news_tech,用支付宝会影响银行信誉度吗？
news_entertainment,被旗下艺人控诉，杨幂霸气回应机会给你了，没热巴火是自己没本事
news_tech,区块链精英团队ECB正式进军中国市场
news_car,男子开车在街上走，看清楚他的车的真面目后，让人们羡慕不已
news_tech,千元机市场小米6与华为荣耀V10大PK，谁才是真正的性价比之王
news_car,为什么国产车有发动机罩，而进口和合资车的没有？
news_story,我代逝去的母亲去看了她的弟弟
news_culture,下联：白雾动情抱碧峰。怎么对上联？
news_agriculture,农村人以前常用的老物件，看看你家还有吗，你能说出几件的名字
news_tech,难怪华为手机总是内存不足，原来是你不会清理，瞬间多出3个G
news_edu,医学生考研应该提前多久呢？有人说考研战线不能长，多久比较合适呢？
news_world,世界上最牛四位黑帮女老大，每个都彪悍无比，睿智机敏
news_world,叙战场存在多国势力，美俄之间的博弈，最后赢家或已明朗
news_agriculture,拓宽新型职业农民培育渠道
news_finance,民营超市毛利管理的11个参考
news_entertainment,姑娘背上有朵彼岸花，见过的人会当场毙命
news_house,武汉汉南绿城的房子升值空间大吗？
news_travel,中国长三角正一体化发展的“铁三角”，或将成为“超级都市圈”
news_game,如何看待英雄联盟MSI，RNG被KZ套路，不敌4TP阵容，uzi无力回天？
news_culture,赵叔孺 国画马欣赏
news_military,一架民航飞机有多重？
news_world,特朗普的演讲，巴黎不开心了！
news_story,穷小伙娶不起媳妇，进城打工遇一怪老头，3年后媒人纷纷上门提亲
news_edu,高考有什么意义？
news_finance,超级题材，从游资的角度看：龙头中环环保
news_house,马云又出惊人言论，8年后房子最不值钱，他的话可信吗？
news_car,奇瑞这次真拼了，新车上市直降2万，仅7万配1.5T，比哈弗H6厚道
news_finance,5月9日黄金外汇行情分析
news_agriculture,鲜柿盐水贮藏技术要点
news_game,目前Steam平台上有哪些游戏，可能会比吃鸡更火爆？
news_culture,原创上联：月落星稀天将晓，如何对下联？
news_entertainment,杨丽萍作品《平潭映象》舞台服装造型惊艳全场
news_car,越来越多车主开始用“一线”定位，功能齐全还不贵，开哪儿都不怕
news_game,加强露娜，削弱马克！王者荣耀体验服5月11日更新公告
news_military,俄罗斯入侵乌克兰后并未交火，民众为何主动向俄军举旗欢迎？
news_agriculture,美农业部拟启用强制标识：不叫“转基因”叫“生物工程食品”
news_military,史可法为什么在扬州抵抗了很短时间就失守了？
news_house,农村严重危房，房户证齐全，是否能重新翻建？
news_sports,勇士决战前迎来重大喜讯！一巨星表态将提前续约，王朝真的要来了
news_car,广佛高速里水站收费标准出炉 7座及以下小客车免费
news_entertainment,张翰，俞灏明，陈翔的房子 和他的房子价格差距不是一般大！
news_car,XT4要上市了，土豪们钱包准备好了吗
news_sports,5月5日斯诺克世锦赛半决赛希金斯17-13晋级，能拿到第五个世锦赛冠军吗？
news_world,为什么俄罗斯食品在中国打不开销路？
news_travel,黑龙江又在修建一条铁路，2018年底通车，沿途城市有你家乡吗？
news_travel,南京溧水：千亩玫瑰花海绽放 游人沉醉其中
news_culture,修身美善八德——父母讲给孩子的品德启蒙课（十一）
news_entertainment,《全职高手》路透，杨洋搭档赖雨濛，这是你心中的叶修和苏沐橙吗
news_game,金牌讲c大司马打《英雄联盟》为什么打完一局就换个号呢？
news_car,丰田发布超霸4Runner，一款霸气十足“天生”属于男人的车
news_entertainment,余文乐当爸爸，王棠云剖腹产诞下男宝宝，原来结婚时已有4月身孕
news_sports,鲁尼欲离开埃弗顿，5个月球荒致心灰意冷，今夏转投美职联垫底队
news_house,大物业公司与小物业公司如何对接管子？
news_military,俄罗斯到底穷不穷？
news_house,曝光！总价35万买江宁，半年后被要求再交15万！
news_tech,雀巢拟收购星巴克零售咖啡业务 将支付71.5亿美元先期付款
news_sports,为什么暴扣后不能一直挂在篮筐上？最多两秒？
news_house,江西赣州的结婚规矩是什么？
news_military,无需置疑！运20可轻松空投6辆ZBD-03战车
news_entertainment,尖叫直播起诉《后来的我们》，并且还让他们补偿自己的损失
news_edu,第十个防灾减灾日，面对灾难，希望大家能有更多的自救能力！
news_sports,罗齐尔在季后赛前得到欧文赠送的鞋子，这是他季后赛发挥出色的原因吗？
news_military,普京态度异常坚决，先进导弹直接部署，以色列：敢这么做直接摧毁
news_travel,不知道周末去哪儿玩儿的简阳人，请看这里……
news_story,家中突发大火，老公丢下我逃生，房子里出现个人，我泪流满面
news_entertainment,刘惜君《如我》上海签唱会 歌迷现场求婚
news_entertainment,娱乐圈原来也有这么多“关系户”，最后一对太低调基本没人知道
